20200415,13.2,0
20200416,16,0
20200417,12.5,6.5
20200418,13.5,0
20200419,12.3,10.3
20200420,10,0.1
20200421,7.4,0
20200422,6,0
20200423,7.9,0
20200424,9.9,0
20200425,13.1,0
20200426,12.3,0
20200427,12.9,0
20200428,13.9,0
20200429,14.9,0
20200430,17.1,0
20200501,20.2,0
20200502,20.3,0
20200503,21.8,0
20200504,20.2,0
20200505,16,0
20200506,19.4,0
20200507,20.7,0
20200508,19.9,2.3
20200509,14.2,24.4
20200510,14.4,1.3
20200511,16.5,3.4
20200512,14.3,0.7
20200513,16.1,0
20200514,19.3,0
20200515,16.1,12
20200516,16.7,2.5
20200517,19.1,0
20200518,19.1,29.8
20200519,13,19
20200520,14.4,0
20200521,17.4,0
20200522,18.5,0
20200523,20.1,0
20200524,17.1,14.5
20200525,16.6,0
20200526,16.2,1.5
20200527,17.4,0
20200528,18.7,0
20200529,20.7,0
20200530,22.6,0
20200531,21.2,1
20200601,19.7,0.4
20200602,17.9,2
20200603,22,0
20200604,21.9,0.2
20200605,23,0
20200606,24.6,0
20200607,22.7,0
20200608,25,0
20200609,26.7,0
20200610,25.8,6.2
20200611,26.1,0
20200612,24.7,0
20200613,26.9,0
20200614,24,1.1
20200615,23,0
20200616,24.4,0
20200617,24.3,0
20200618,23.4,0
20200619,24.7,0.1
20200620,24.9,0
20200621,26.1,0
20200622,28.6,0
20200623,27.3,0
20200624,22.3,37.6
20200625,21.6,13.3
20200626,21.8,2.1
20200627,24.1,0
20200628,25.2,0
20200629,23.8,11.9
20200630,20.1,64.7
20200701,21.1,0
20200702,24.2,0
20200703,25.5,0.1
20200704,24.2,1.6
20200705,23.8,0
20200706,25.6,0
20200707,24.1,0
20200708,25.5,0
20200709,27.5,0
20200710,24.5,2.2
20200711,25.8,0
20200712,23.5,2.9
20200713,18.7,47.6
20200714,20.3,11.5
20200715,23.4,0
20200716,25,0
20200717,26,0
20200718,26.1,0
20200719,24,29.1
20200720,23.8,3.6
20200721,25,0
20200722,23.7,11.5
20200723,21.1,103.1
20200724,22.5,2.9
20200725,24.3,0
20200726,25.4,0
20200727,24.3,2.2
20200728,24.4,0.4
20200729,23.7,50.1
20200730,25.3,0.1
20200731,26.2,1.5
20200801,25.3,39.1
20200802,24.9,31.4
20200803,25,102.6
20200804,27,3.9
20200805,26.5,18.5
20200806,24.1,75.7
20200807,24.3,0
20200808,24.2,19.1
20200809,24.9,50.3
20200810,26.5,44.6
20200811,24.6,97
20200812,27.2,0
20200813,28,0
20200814,27.1,0.4
20200815,26.1,69
20200816,27.4,0
20200817,28.2,0
20200818,27.5,0
20200819,27.1,0
20200820,27.7,0
20200821,26.6,2.5
20200822,24.3,42.6
20200823,25.3,0
20200824,27.8,0
20200825,29.9,0
20200826,30.2,0.6
20200827,27.1,8.7
20200828,27.3,13.6
20200829,26.8,13.6
20200830,26.8,42.5
20200831,26.4,0
